도로명,시작점 위도,시작점 경도,중간점_위도,중간점_경도,끝점_위도,끝점_경도,경사도_점수(1-10점)
,37.5488429,127.0707241,37.5486057,127.0700927,37.5486401,127.0695027,1
군자로10길,37.5490528,127.0721954,37.5491211,127.0723236,37.5491211,127.0723236,1
군자로10길,37.5490528,127.0721954,37.5489428,127.0718942,37.5489428,127.0718942,1
광나루로17길,37.5490528,127.0721954,37.5486964,127.0724238,37.5486964,127.0724238,1
군자로,37.5509124,127.0711826,37.5510081,127.0712039,37.5510081,127.0712039,1
군자로,37.5509124,127.0711826,37.550617,127.0711233,37.550617,127.0711233,6
군자로12길,37.5509124,127.0711826,37.5509259,127.071508,37.5509357,127.0717453,1
동일로34길,37.5499877,127.0693525,37.5498847,127.069671,37.5498847,127.069671,1
동일로34길,37.5499877,127.0693525,37.5500679,127.0691284,37.5500679,127.0691284,1
동일로34길,37.5499877,127.0693525,37.5504665,127.0696606,37.5504665,127.0696606,1
동일로32길,37.5499877,127.0693525,37.5496363,127.0692652,37.549335,127.0690862,1
광나루로15길,37.5509155,127.0702518,37.5512759,127.0704485,37.5512759,127.0704485,1
광나루로15길,37.5509155,127.0702518,37.5498847,127.069671,37.5498847,127.069671,1
군자로11길,37.5509155,127.0702518,37.5508234,127.0705083,37.5508234,127.0705083,1
동일로34길,37.5504665,127.0696606,37.5499877,127.0693525,37.5499877,127.0693525,1
군자로11길,37.5502906,127.0701843,37.5508234,127.0705083,37.5508234,127.0705083,1
군자로11길,37.5508234,127.0705083,37.550617,127.0711233,37.550617,127.0711233,1
군자로11길,37.5508234,127.0705083,37.5509155,127.0702518,37.5509155,127.0702518,1
군자로11길,37.5508234,127.0705083,37.5502906,127.0701843,37.5502906,127.0701843,1
동일로34길,37.5500679,127.0691284,37.5499877,127.0693525,37.5499877,127.0693525,1
동일로34길,37.5500679,127.0691284,37.5501169,127.0689913,37.5501169,127.0689913,1
광나루로13길,37.5500679,127.0691284,37.5494469,127.0687685,37.5494469,127.0687685,1
동일로32길,37.5494469,127.0687685,37.549335,127.0690862,37.549335,127.0690862,1
광나루로13길,37.5494469,127.0687685,37.5500679,127.0691284,37.5500679,127.0691284,1
동일로32길,37.5494469,127.0687685,37.5495818,127.0683853,37.549618,127.0682889,1
광나루로13길,37.5494469,127.0687685,37.5484682,127.0688624,37.5482642,127.0688205,1
,37.5485709,127.071768,37.5480343,127.0718644,37.5479598,127.0718608,1
,37.5479598,127.0718608,37.5479423,127.0716006,37.5479423,127.0716006,1
,37.5479598,127.0718608,37.5483315,127.0718789,37.5485709,127.071768,1
,37.547988,127.0728111,37.5479598,127.0718608,37.5479598,127.0718608,1
광나루로17길,37.547988,127.0728111,37.5482617,127.0726956,37.5482617,127.0726956,7
광나루로17길,37.547988,127.0728111,37.5479754,127.0729145,37.5479754,127.0729145,10
광나루로17길,37.5486964,127.0724238,37.5482617,127.0726956,37.5482617,127.0726956,1
광나루로17길,37.5486964,127.0724238,37.5490528,127.0721954,37.5490528,127.0721954,1
광나루로17길,37.5486964,127.0724238,37.5487957,127.0727108,37.5487957,127.0727108,8
광나루로17길,37.5487957,127.0727108,37.5490904,127.0732476,37.5490904,127.0732476,1
광나루로17길,37.5487957,127.0727108,37.5486964,127.0724238,37.5486964,127.0724238,8
광나루로17길,37.5487957,127.0727108,37.5486561,127.0727857,37.5485832,127.0728248,1
광나루로17길,37.5490904,127.0732476,37.5487957,127.0727108,37.5487957,127.0727108,1
광나루로19길,37.5490904,127.0732476,37.5491952,127.0731731,37.5494456,127.0729952,1
광나루로19길,37.5490904,127.0732476,37.5488345,127.0732654,37.5487517,127.0732603,1
군자로10길,37.5489428,127.0718942,37.5490528,127.0721954,37.5490528,127.0721954,1
군자로10길,37.5489428,127.0718942,37.548794,127.0712805,37.5488429,127.0707241,1
군자로10길,37.5489428,127.0718942,37.5482973,127.0724212,37.5482617,127.0726956,1
광나루로17길,37.5485832,127.0728248,37.5486561,127.0727857,37.5487957,127.0727108,1
광나루로17길,37.5485832,127.0728248,37.5483954,127.0729236,37.5482617,127.0726956,1
광나루로17길,37.5485832,127.0728248,37.5487444,127.0732413,37.5487517,127.0732603,1
군자로,37.5497177,127.0709429,37.5494219,127.0708732,37.5494219,127.0708732,1
군자로,37.5497177,127.0709429,37.5496963,127.0712895,37.5496963,127.0712895,1
군자로,37.5497177,127.0709429,37.5500542,127.0710221,37.550617,127.0711233,1
동일로34길,37.5501169,127.0689913,37.5500679,127.0691284,37.5500679,127.0691284,1
동일로34길,37.5501169,127.0689913,37.5504265,127.0691624,37.5504265,127.0691624,1
동일로34길,37.5501169,127.0689913,37.5502084,127.0687356,37.5502401,127.0686337,1
동일로34길,37.5509599,127.0694572,37.5504265,127.0691624,37.5504265,127.0691624,1
동일로36길,37.5509599,127.0694572,37.5509298,127.0695466,37.5509298,127.0695466,1
동일로36길,37.5509599,127.0694572,37.5510451,127.0692032,37.5510856,127.0690857,1
동일로,37.5510856,127.0690857,37.5515482,127.0693503,37.551647,127.0694068,1
동일로36길,37.5510856,127.0690857,37.5510451,127.0692032,37.5509599,127.0694572,1
동일로36길,37.5508378,127.0698208,37.5509298,127.0695466,37.5509298,127.0695466,1
동일로36길,37.5508378,127.0698208,37.5506863,127.069562,37.5504265,127.0691624,1
동일로36길,37.5508378,127.0698208,37.5512091,127.0701474,37.5513527,127.0702105,1
동일로36길,37.5509298,127.0695466,37.5508378,127.0698208,37.5508378,127.0698208,1
동일로36길,37.5509298,127.0695466,37.5509599,127.0694572,37.5509599,127.0694572,1
동일로36길,37.5509298,127.0695466,37.5514821,127.0698497,37.5514821,127.0698497,1
동일로38길,37.5514821,127.0698497,37.5513527,127.0702105,37.5513527,127.0702105,1
동일로38길,37.5514821,127.0698497,37.5516196,127.0694852,37.5516196,127.0694852,1
동일로36길,37.5514821,127.0698497,37.5509298,127.0695466,37.5509298,127.0695466,1
동일로38길,37.5513527,127.0702105,37.5512983,127.0703778,37.5512983,127.0703778,1
동일로38길,37.5513527,127.0702105,37.5514821,127.0698497,37.5514821,127.0698497,1
동일로36길,37.5513527,127.0702105,37.5512286,127.0700611,37.5508378,127.0698208,1
동일로34길,37.5504265,127.0691624,37.5509599,127.0694572,37.5509599,127.0694572,1
동일로34길,37.5504265,127.0691624,37.5501169,127.0689913,37.5501169,127.0689913,1
동일로36길,37.5504265,127.0691624,37.5506863,127.069562,37.5508378,127.0698208,1
군자로,37.5512221,127.0712193,37.5510081,127.0712039,37.5510081,127.0712039,1
군자로,37.5512221,127.0712193,37.5514164,127.0712333,37.5516361,127.0712412,1
동일로40길,37.5512221,127.0712193,37.5514533,127.0709423,37.5516614,127.0706419,1
동일로40길,37.5518993,127.0701134,37.5518407,127.070355,37.5518407,127.070355,1
동일로40길,37.5518993,127.0701134,37.5517818,127.0697823,37.5517407,127.0696893,3
동일로,37.5518993,127.0701134,37.5522979,127.0699034,37.5523363,127.0697963,1
동일로,37.5523363,127.0697963,37.553056,127.0702078,37.553056,127.0702078,1
동일로,37.5523363,127.0697963,37.552208,127.0700199,37.5518993,127.0701134,1
동일로,37.551647,127.0694068,37.5523363,127.0697963,37.5523363,127.0697963,1
동일로38길,37.551647,127.0694068,37.5516196,127.0694852,37.5516196,127.0694852,1
동일로40길,37.5514729,127.070474,37.5515621,127.0702071,37.5515621,127.0702071,1
동일로38길,37.5514729,127.070474,37.5516614,127.0706419,37.5516614,127.0706419,8
동일로38길,37.5514729,127.070474,37.5512983,127.0703778,37.5512983,127.0703778,1
동일로38길,37.5512983,127.0703778,37.5512759,127.0704485,37.5512759,127.0704485,1
동일로38길,37.5512983,127.0703778,37.5513527,127.0702105,37.5513527,127.0702105,1
동일로38길,37.5512983,127.0703778,37.5514729,127.070474,37.5514729,127.070474,1
동일로40길,37.5516614,127.0706419,37.5517971,127.0704459,37.5517971,127.0704459,1
동일로38길,37.5516614,127.0706419,37.5514729,127.070474,37.5514729,127.070474,8
동일로40길,37.5516614,127.0706419,37.5514533,127.0709423,37.5512221,127.0712193,1
동일로40길,37.5515621,127.0702071,37.5514729,127.070474,37.5514729,127.070474,1
동일로40길,37.5515621,127.0702071,37.5517407,127.0696893,37.5517407,127.0696893,1
동일로40길,37.5515621,127.0702071,37.5518407,127.070355,37.5518407,127.070355,6
동일로40길,37.5518407,127.070355,37.5518993,127.0701134,37.5518993,127.0701134,1
동일로40길,37.5518407,127.070355,37.5515621,127.0702071,37.5515621,127.0702071,6
동일로40길,37.5518407,127.070355,37.5518246,127.0704062,37.5517971,127.0704459,1
동일로40길,37.5517971,127.0704459,37.5516614,127.0706419,37.5516614,127.0706419,1
동일로40길,37.5517971,127.0704459,37.5518246,127.0704062,37.5518407,127.070355,1
군자로13길,37.5517971,127.0704459,37.5519126,127.0707081,37.5520835,127.07093,1
군자로13길,37.5520835,127.07093,37.552292,127.071132,37.5524317,127.0711893,1
군자로13길,37.5520835,127.07093,37.5519126,127.0707081,37.5517971,127.0704459,1
동일로42길,37.5520835,127.07093,37.5529043,127.0704801,37.553056,127.0702078,1
군자로13길,37.5527731,127.0716089,37.5528231,127.071873,37.5527187,127.071958,1
군자로13길,37.5527731,127.0716089,37.5526018,127.0713047,37.5524317,127.0711893,1
동일로44길,37.5527731,127.0716089,37.5528703,127.0715527,37.5530039,127.07135,6
군자로,37.5527187,127.071958,37.5528781,127.0722473,37.5528781,127.0722473,1
군자로,37.5527187,127.071958,37.5523294,127.071473,37.5520772,127.0713239,1
군자로13길,37.5527187,127.071958,37.5528231,127.071873,37.5527731,127.0716089,1
군자로13길,37.5529873,127.0706342,37.5525992,127.0710157,37.5524317,127.0711893,1
군자로13길,37.5524317,127.0711893,37.5526018,127.0713047,37.5527731,127.0716089,1
군자로13길,37.5524317,127.0711893,37.552292,127.071132,37.5520835,127.07093,1
군자로13길,37.5524317,127.0711893,37.5526801,127.0709677,37.5529873,127.0706342,1
동일로,37.5534064,127.0704079,37.5537008,127.0705801,37.5537008,127.0705801,1
동일로44길,37.5534064,127.0704079,37.5533425,127.0706778,37.5530039,127.07135,1
동일로,37.5546449,127.0711085,37.5547918,127.0711852,37.5548816,127.0712506,1
동일로48길,37.5546449,127.0711085,37.5545946,127.0712565,37.5539937,127.0713182,1
동일로,37.5548816,127.0712506,37.5555858,127.0716398,37.5555858,127.0716398,1
동일로52길,37.5548816,127.0712506,37.5548476,127.0713415,37.5548174,127.0714112,1
동일로50길,37.5543652,127.0717322,37.5548174,127.0714112,37.5548174,127.0714112,1
동일로50길,37.5543652,127.0717322,37.5538318,127.0719231,37.5542232,127.0729454,1
"['동일로50길', '동일로52길']",37.5543652,127.0717322,37.5541695,127.0722602,37.5544255,127.0724133,1
동일로48길,37.5539937,127.0713182,37.5538788,127.071108,37.5538788,127.071108,1
동일로48길,37.5539937,127.0713182,37.5545946,127.0712565,37.5546449,127.0711085,1
동일로46길,37.5539937,127.0713182,37.5534543,127.0717217,37.5533578,127.0715124,1
동일로46길,37.5536586,127.0707051,37.5534476,127.0708638,37.5534476,127.0708638,1
동일로46길,37.5536586,127.0707051,37.5538638,127.0710805,37.5538638,127.0710805,1
,37.5536586,127.0707051,37.5536687,127.070669,37.5537008,127.0705801,1
동일로46길,37.5534476,127.0708638,37.5536586,127.0707051,37.5536586,127.0707051,1
동일로,37.5537008,127.0705801,37.5540631,127.0707806,37.5540631,127.0707806,3
,37.5537008,127.0705801,37.5536687,127.070669,37.5536586,127.0707051,1
동일로,37.5540631,127.0707806,37.554443,127.0710009,37.554443,127.0710009,1
동일로46길,37.5540631,127.0707806,37.5539881,127.0709946,37.5538638,127.0710805,6
동일로46길,37.5538638,127.0710805,37.5536586,127.0707051,37.5536586,127.0707051,1
동일로46길,37.5538638,127.0710805,37.5538788,127.071108,37.5538788,127.071108,10
동일로46길,37.5538638,127.0710805,37.5540283,127.0708769,37.5540631,127.0707806,6
동일로48길,37.5538788,127.071108,37.5539937,127.0713182,37.5539937,127.0713182,1
동일로46길,37.5538788,127.071108,37.5533578,127.0715124,37.5533578,127.0715124,1
동일로46길,37.5538788,127.071108,37.5538638,127.0710805,37.5538638,127.0710805,10
동일로46길,37.5533578,127.0715124,37.5538788,127.071108,37.5538788,127.071108,1
동일로46길,37.5533578,127.0715124,37.5532699,127.0713215,37.5532699,127.0713215,1
동일로46길,37.5533578,127.0715124,37.5534543,127.0717217,37.5539937,127.0713182,1
동일로44길,37.5530039,127.07135,37.5532032,127.0718025,37.5532032,127.0718025,2
동일로44길,37.5530039,127.07135,37.5533526,127.0705362,37.5534064,127.0704079,1
동일로44길,37.5530039,127.07135,37.5528703,127.0715527,37.5527731,127.0716089,6
동일로44길,37.5532032,127.0718025,37.5530039,127.07135,37.5530039,127.07135,2
동일로46길,37.5532699,127.0713215,37.5533578,127.0715124,37.5533578,127.0715124,1
동일로,37.5555858,127.0716398,37.5563324,127.0720612,37.5563324,127.0720612,1
동일로54길,37.5555858,127.0716398,37.5555493,127.0717391,37.5554771,127.0719418,1
동일로56가길,37.5551632,127.0728234,37.5544255,127.0724133,37.5544255,127.0724133,1
동일로56가길,37.5551632,127.0728234,37.5557338,127.0731405,37.5557338,127.0731405,1
동일로54길,37.5551632,127.0728234,37.5552881,127.0725023,37.5552881,127.0725023,1
동일로56가길,37.5551632,127.0728234,37.5551772,127.0728942,37.5551772,127.0728942,1
동일로56길,37.5561778,127.0724651,37.5561685,127.0724934,37.5561685,127.0724934,1
동일로56길,37.5561778,127.0724651,37.556302,127.0721399,37.5563324,127.0720612,1
동일로54길,37.5561778,127.0724651,37.5558466,127.0721434,37.5554771,127.0719418,1
동일로54길,37.5554771,127.0719418,37.555354,127.072319,37.555354,127.072319,1
동일로52길,37.5554771,127.0719418,37.5547655,127.0715439,37.5547655,127.0715439,1
동일로54길,37.5554771,127.0719418,37.5555493,127.0717391,37.5555858,127.0716398,1
동일로54길,37.5554771,127.0719418,37.5558022,127.0722742,37.5561778,127.0724651,1
동일로56길,37.5560844,127.072721,37.5559245,127.0731849,37.5559245,127.0731849,1
동일로56길,37.5560844,127.072721,37.5561685,127.0724934,37.5561685,127.0724934,1
동일로54길,37.5560844,127.072721,37.555354,127.072319,37.555354,127.072319,1
동일로54길,37.555354,127.072319,37.5552881,127.0725023,37.5552881,127.0725023,1
동일로54길,37.555354,127.072319,37.5554771,127.0719418,37.5554771,127.0719418,1
동일로54길,37.555354,127.072319,37.5560844,127.072721,37.5560844,127.072721,1
동일로52길,37.555354,127.072319,37.5546243,127.0719049,37.5546243,127.0719049,1
동일로52길,37.5546243,127.0719049,37.555354,127.072319,37.555354,127.072319,1
동일로52길,37.5546243,127.0719049,37.5545518,127.0720904,37.5545518,127.0720904,1
동일로52길,37.5546243,127.0719049,37.5547655,127.0715439,37.5547655,127.0715439,1
동일로54길,37.5557023,127.0727258,37.5552881,127.0725023,37.5552881,127.0725023,1
동일로54길,37.5552881,127.0725023,37.5551632,127.0728234,37.5551632,127.0728234,1
동일로54길,37.5552881,127.0725023,37.555354,127.072319,37.555354,127.072319,1
동일로54길,37.5552881,127.0725023,37.5557023,127.0727258,37.5557023,127.0727258,1
동일로52길,37.5552881,127.0725023,37.5545518,127.0720904,37.5545518,127.0720904,1
동일로52길,37.5545518,127.0720904,37.5552881,127.0725023,37.5552881,127.0725023,1
동일로52길,37.5545518,127.0720904,37.5544255,127.0724133,37.5544255,127.0724133,1
동일로52길,37.5545518,127.0720904,37.5546243,127.0719049,37.5546243,127.0719049,1
군자로15길,37.5538242,127.0733793,37.5535566,127.0735746,37.5535566,127.0735746,1
군자로15길,37.5538242,127.0733793,37.5540092,127.0734303,37.5540092,127.0734303,1
동일로52길,37.5538242,127.0733793,37.5541298,127.0731669,37.5542232,127.0729454,1
동일로56가길,37.5557338,127.0731405,37.5551632,127.0728234,37.5551632,127.0728234,1
동일로56가길,37.5557338,127.0731405,37.5559069,127.0732367,37.5559069,127.0732367,1
군자로15길,37.5557338,127.0731405,37.555506,127.0732035,37.5550756,127.0733537,1
군자로15길,37.5546181,127.0735574,37.5545484,127.073341,37.5545484,127.073341,1
군자로15길,37.5546181,127.0735574,37.5545597,127.0735541,37.5540092,127.0734303,1
군자로15길,37.5546181,127.0735574,37.5547471,127.0735397,37.5550756,127.0733537,1
군자로15길,37.5545484,127.073341,37.5546181,127.0735574,37.5546181,127.0735574,1
"['군자로15길', '동일로56가길']",37.5545484,127.073341,37.5550151,127.0728586,37.5551772,127.0728942,1
"['군자로15길', '동일로56가길']",37.5545484,127.073341,37.5552061,127.07304,37.5551772,127.0728942,1
동일로56라길,37.5550756,127.0733537,37.5551429,127.073735,37.5551429,127.073735,6
군자로15길,37.5550756,127.0733537,37.5547471,127.0735397,37.5546181,127.0735574,1
군자로15길,37.5550756,127.0733537,37.555506,127.0732035,37.5557338,127.0731405,1
동일로56길,37.5554378,127.074624,37.5553465,127.0749065,37.5553465,127.0749065,1
동일로56길,37.5554378,127.074624,37.5554697,127.0745215,37.5555731,127.0742178,4
동일로56라길,37.5554378,127.074624,37.5552575,127.0743472,37.5551429,127.073735,1
동일로56라길,37.5551429,127.073735,37.5550756,127.0733537,37.5550756,127.0733537,6
동일로56라길,37.5551429,127.073735,37.5552353,127.0744989,37.5554378,127.074624,1
면목로1길,37.5551429,127.073735,37.5550881,127.0745082,37.554755,127.074577,1
면목로1길,37.554755,127.074577,37.5543944,127.0749968,37.5543811,127.0750559,1
면목로1길,37.554755,127.074577,37.5549409,127.0737838,37.5551429,127.073735,1
면목로1길,37.554755,127.074577,37.5543879,127.0738713,37.5540092,127.0734303,1
면목로,37.5543811,127.0750559,37.5542858,127.0750215,37.5542858,127.0750215,1
면목로,37.5543811,127.0750559,37.5546444,127.0751779,37.5546444,127.0751779,7
면목로1길,37.5543811,127.0750559,37.5544694,127.0747026,37.554755,127.074577,1
군자로15길,37.5540092,127.0734303,37.5538242,127.0733793,37.5538242,127.0733793,1
면목로1길,37.5540092,127.0734303,37.5543986,127.0739732,37.554755,127.074577,1
군자로15길,37.5540092,127.0734303,37.5545597,127.0735541,37.5546181,127.0735574,1
군자로,37.5536782,127.0738116,37.5537024,127.0738619,37.5537024,127.0738619,1
군자로,37.5536782,127.0738116,37.5535566,127.0735746,37.5535566,127.0735746,1
군자로,37.5536782,127.0738116,37.5538807,127.0737686,37.5542176,127.0740861,1
군자로,37.5542176,127.0740861,37.5538807,127.0737686,37.5536782,127.0738116,1
동일로56길,37.555769,127.0736419,37.555636,127.074033,37.555636,127.074033,1
동일로56길,37.555769,127.0736419,37.555383,127.0735716,37.555636,127.074033,1
동일로56길,37.555769,127.0736419,37.5559069,127.0732367,37.5559069,127.0732367,1
동일로56길,37.555636,127.074033,37.5555731,127.0742178,37.5555731,127.0742178,1
동일로56길,37.555636,127.074033,37.555769,127.0736419,37.555769,127.0736419,1
동일로56길,37.555636,127.074033,37.555383,127.0735716,37.555769,127.0736419,1
동일로56길,37.555636,127.074033,37.5560575,127.0739195,37.5560575,127.0739195,1
면목로,37.5546444,127.0751779,37.5543811,127.0750559,37.5543811,127.0750559,7
면목로,37.5546444,127.0751779,37.5551659,127.0754328,37.5551659,127.0754328,1
동일로56길,37.5546444,127.0751779,37.554877,127.0749554,37.5552476,127.0751952,1
동일로56길,37.5552476,127.0751952,37.5553465,127.0749065,37.5553465,127.0749065,1
동일로56길,37.5552476,127.0751952,37.555181,127.0753872,37.5551659,127.0754328,1
동일로56길,37.5552476,127.0751952,37.5547312,127.0749015,37.5546444,127.0751779,1
동일로56길,37.5559245,127.0731849,37.5559069,127.0732367,37.5559069,127.0732367,1
동일로56길,37.5559245,127.0731849,37.5560844,127.072721,37.5560844,127.072721,1
면목로5길,37.5559245,127.0731849,37.5562502,127.0732128,37.5563735,127.0734901,1
면목로5길,37.5565759,127.0749034,37.556513,127.0750995,37.556513,127.0750995,1
면목로5길,37.5565759,127.0749034,37.5565786,127.0747727,37.5565786,127.0747727,1
천호대로104나길,37.5565759,127.0749034,37.5567552,127.0750424,37.5567981,127.0752676,1
면목로5길,37.556513,127.0750995,37.5565759,127.0749034,37.5565759,127.0749034,1
면목로,37.5561186,127.0759022,37.5559398,127.0758152,37.5559398,127.0758152,1
면목로,37.5561186,127.0759022,37.5562153,127.0759494,37.5562153,127.0759494,1
면목로5길,37.5561186,127.0759022,37.5564871,127.075347,37.5567981,127.0752676,1
천호대로104길,37.5573317,127.075445,37.5574099,127.0754363,37.5574099,127.0754363,1
천호대로104나길,37.5573317,127.075445,37.5571335,127.0750396,37.5571335,127.0750396,1
천호대로104길,37.5573317,127.075445,37.5572127,127.0754749,37.5571426,127.0755273,1
천호대로104길,37.5569684,127.075716,37.5566935,127.076128,37.5566563,127.076169,1
천호대로104길,37.5569684,127.075716,37.557098,127.0755618,37.5571426,127.0755273,1
천호대로104나길,37.5569684,127.075716,37.5568018,127.0754778,37.5567981,127.0752676,1
동일로58길,37.5578694,127.0744933,37.5575261,127.0743081,37.5575261,127.0743081,1
천호대로104가길,37.5578694,127.0744933,37.5577063,127.0749133,37.5577063,127.0749133,1
동일로58길,37.5578694,127.0744933,37.5579648,127.0745436,37.55821,127.0746829,1
천호대로104길,37.557614,127.0753924,37.5574099,127.0754363,37.5574099,127.0754363,1
천호대로104길,37.557614,127.0753924,37.5579646,127.0753137,37.5579646,127.0753137,1
천호대로104가길,37.557614,127.0753924,37.5575928,127.0752086,37.5577063,127.0749133,1
천호대로104길,37.5574099,127.0754363,37.5573317,127.075445,37.5573317,127.075445,1
천호대로104길,37.5574099,127.0754363,37.557614,127.0753924,37.557614,127.0753924,1
천호대로104길,37.5574099,127.0754363,37.5572164,127.0759635,37.5572164,127.0759635,1
천호대로104길,37.5572164,127.0759635,37.5574099,127.0754363,37.5574099,127.0754363,1
동일로60길,37.5572164,127.0759635,37.5576139,127.0762052,37.5576139,127.0762052,1
동일로60길,37.5572164,127.0759635,37.5571484,127.0759241,37.5571484,127.0759241,1
동일로60길,37.5576139,127.0762052,37.5572164,127.0759635,37.5572164,127.0759635,1
동일로60길,37.5576139,127.0762052,37.55748,127.0765606,37.5574567,127.0766116,1
동일로60길,37.5576139,127.0762052,37.5577163,127.0759447,37.5578199,127.0756811,1
면목로5길,37.5567379,127.0731351,37.5567092,127.0732315,37.5567092,127.0732315,1
천호대로102길,37.5567379,127.0731351,37.5566873,127.0731062,37.5561685,127.0724934,1
면목로5길,37.5567092,127.0732315,37.5563735,127.0734901,37.5563735,127.0734901,3
면목로5길,37.5567092,127.0732315,37.5567379,127.0731351,37.5567379,127.0731351,1
면목로5길,37.5567092,127.0732315,37.5568388,127.073507,37.5564797,127.0737826,1
면목로5길,37.5563735,127.0734901,37.5567092,127.0732315,37.5567092,127.0732315,3
면목로5길,37.5563735,127.0734901,37.5564538,127.0736705,37.5564797,127.0737826,8
면목로5길,37.5563735,127.0734901,37.5561058,127.0732362,37.5559245,127.0731849,1
면목로5길,37.5564797,127.0737826,37.5565134,127.0739646,37.5565134,127.0739646,10
면목로5길,37.5564797,127.0737826,37.5564538,127.0736705,37.5563735,127.0734901,8
면목로5길,37.5564797,127.0737826,37.5568388,127.073507,37.5567092,127.0732315,1
면목로5길,37.5565134,127.0739646,37.5565426,127.0741221,37.5565426,127.0741221,1
면목로5길,37.5565134,127.0739646,37.5564797,127.0737826,37.5564797,127.0737826,10
면목로5길,37.5565134,127.0739646,37.5567537,127.0737872,37.5567537,127.0737872,7
면목로5길,37.5567537,127.0737872,37.5565134,127.0739646,37.5565134,127.0739646,7
면목로5길,37.5569684,127.07396,37.5568203,127.0739927,37.5565426,127.0741221,2
면목로5길,37.5565426,127.0741221,37.5565534,127.0741799,37.5565534,127.0741799,1
면목로5길,37.5565426,127.0741221,37.5565134,127.0739646,37.5565134,127.0739646,1
면목로5길,37.5565426,127.0741221,37.5568203,127.0739927,37.5569684,127.07396,2
면목로3길,37.556004,127.0736239,37.5562354,127.0737639,37.5563464,127.0742589,1
면목로3길,37.5563464,127.0742589,37.5564353,127.0742075,37.5565534,127.0741799,1
면목로3길,37.5563464,127.0742589,37.5561723,127.0736684,37.556004,127.0736239,1
면목로3길,37.5563464,127.0742589,37.5563953,127.0744001,37.5563801,127.0746667,1
면목로5길,37.5565534,127.0741799,37.5565426,127.0741221,37.5565426,127.0741221,1
면목로5길,37.5565534,127.0741799,37.5565871,127.0743617,37.5565786,127.0747727,1
면목로3길,37.5565534,127.0741799,37.5564353,127.0742075,37.5563464,127.0742589,1
동일로56길,37.5560575,127.0739195,37.555636,127.074033,37.555636,127.074033,1
동일로56길,37.5555731,127.0742178,37.555636,127.074033,37.555636,127.074033,1
동일로56길,37.5555731,127.0742178,37.5554697,127.0745215,37.5554378,127.074624,4
동일로56나길,37.5555731,127.0742178,37.5561097,127.0745222,37.5563801,127.0746667,1
면목로5길,37.5565786,127.0747727,37.5565759,127.0749034,37.5565759,127.0749034,1
동일로56나길,37.5565786,127.0747727,37.5563801,127.0746667,37.5563801,127.0746667,9
면목로5길,37.5565786,127.0747727,37.5565871,127.0743617,37.5565534,127.0741799,1
천호대로104나길,37.5567981,127.0752676,37.5568018,127.0754778,37.5569684,127.075716,1
천호대로104나길,37.5567981,127.0752676,37.5567552,127.0750424,37.5565759,127.0749034,1
천호대로104가길,37.5567981,127.0752676,37.5569978,127.0751287,37.5571335,127.0750396,1
면목로5길,37.5567981,127.0752676,37.5563612,127.0756039,37.5561186,127.0759022,1
천호대로104나길,37.5567981,127.0752676,37.5571024,127.0754528,37.5571426,127.0755273,1
천호대로104가길,37.5577063,127.0749133,37.5578694,127.0744933,37.5578694,127.0744933,1
천호대로104가길,37.5577063,127.0749133,37.5575919,127.0752183,37.557614,127.0753924,1
천호대로104가길,37.5577063,127.0749133,37.5573452,127.0748521,37.5571335,127.0750396,1
천호대로104나길,37.5571335,127.0750396,37.5573317,127.075445,37.5573317,127.075445,1
천호대로104가길,37.5571335,127.0750396,37.5569943,127.0751295,37.5567981,127.0752676,1
천호대로104가길,37.5571335,127.0750396,37.5573488,127.0748449,37.5577063,127.0749133,1
동일로56길,37.5553465,127.0749065,37.5552476,127.0751952,37.5552476,127.0751952,1
동일로56길,37.5553465,127.0749065,37.5554378,127.074624,37.5554378,127.074624,1
동일로56길,37.5553465,127.0749065,37.5551099,127.074775,37.5551099,127.074775,1
동일로56길,37.5551099,127.074775,37.5553465,127.0749065,37.5553465,127.0749065,1
"['면목로3길', '동일로56다길']",37.5555858,127.0752379,37.5559562,127.0749325,37.5562686,127.0750892,1
면목로,37.5564001,127.0750369,37.5562686,127.0750892,37.5562686,127.0750892,1
면목로,37.5562686,127.0750892,37.5564001,127.0750369,37.5564001,127.0750369,1
"['면목로3길', '동일로56다길']",37.5562686,127.0750892,37.5559562,127.0749325,37.5555858,127.0752379,1
면목로,37.5562686,127.0750892,37.5561264,127.0752567,37.5559398,127.0758152,1
군자로,37.5538477,127.0741631,37.5541514,127.0747718,37.5541514,127.0747718,1
군자로,37.5538477,127.0741631,37.5537024,127.0738619,37.5537024,127.0738619,1
능동로25길,37.5538477,127.0741631,37.5534765,127.0743768,37.5534765,127.0743768,1
능동로,37.5529786,127.0771848,37.551961,127.0766914,37.551961,127.0766914,1
능동로25길,37.5529786,127.0771848,37.5531,127.0768043,37.5530695,127.0766088,1
능동로21길,37.5532907,127.074191,37.5537024,127.0738619,37.5537024,127.0738619,1
,37.5532907,127.074191,37.5534418,127.0743967,37.5534418,127.0743967,1
능동로21길,37.5532907,127.074191,37.5525382,127.0749131,37.5523274,127.074889,1
능동로25길,37.5534418,127.0743967,37.5534765,127.0743768,37.5534765,127.0743768,1
,37.5534418,127.0743967,37.5532907,127.074191,37.5532907,127.074191,1
능동로25길,37.5534418,127.0743967,37.553408,127.0744161,37.5533224,127.0745095,1
