,기업명,업력,기업형태,사원수,업종,사업내용,평균연봉,최저연봉,최고연봉,22년 대비 증감률,연봉신뢰도,매출액(2020),매출액(2021),매출액(2022),매출액(2023),영업이익(2020),영업이익(2021),영업이익(2022),영업이익(2023)
1223,오픈엣지테크놀로지(주),,,,,,"7,968","3,896","9,168",3.31,낮음,,,,,,,,
1224,오픈엣지테크놀로지(주),,,,,,"7,968","3,896","9,168",3.31,낮음,,,,,,,,
1225,오픈엣지테크놀로지(주),,,,,,"7,968","3,896","9,168",3.31,낮음,,,,,,,,
1226,오픈엣지테크놀로지(주),,,,,,"7,968","3,896","9,168",3.31,낮음,,,,,,,,
1227,오픈엣지테크놀로지(주),,,,,,"7,968","3,896","9,168",3.31,낮음,,,,,,,,
1228,오픈엣지테크놀로지(주),,,,,,"7,968","3,896","9,168",3.31,낮음,,,,,,,,
1229,(주)엑심베이,,,,,,"5,608","3,245","7,282",20.16,보통,,,,,,,,
1230,(주)엑심베이,,,,,,"5,608","3,245","7,282",20.16,보통,,,,,,,,
1231,오픈엣지테크놀로지(주),,,,,,,,,,,,,,,,,,
1232,오픈엣지테크놀로지(주),,,,,,,,,,,,,,,,,,
1233,오픈엣지테크놀로지(주),,,,,,,,,,,,,,,,,,
1234,오픈엣지테크놀로지(주),,,,,,,,,,,,,,,,,,
1235,(주)엑심베이,,,,,,"5,608","3,245","7,282",20.16,보통,,,,,,,,
1236,주식회사 이지서티,,,,,,,,,,,,,,,,,,
1237,(주)엑심베이,,,,,,"5,608","3,245","7,282",20.16,보통,,,,,,,,
1238,(주)클레온,,,,,,"7,527","3,761","8,635",21.09,"매우
낮음",,,,,,,,
1239,(주)라이너스,,,,,,"3,308","2,466","5,517",-8.19,"매우
낮음","5억 4,851만원","6억 6,696만원","7억 3,819만원","8억 6,294만원","- 2억 4,230만원","5,506만원","- 3억 3,791만원","- 3억 2,414만원"
1240,(주)클레온,,,,,,"7,527","3,761","8,635",21.09,"매우
낮음",,,,,,,,
1241,(주)라이너스,,,,,,"3,308","2,466","5,517",-8.19,"매우
낮음","5억 4,851만원","6억 6,696만원","7억 3,819만원","8억 6,294만원","- 2억 4,230만원","5,506만원","- 3억 3,791만원","- 3억 2,414만원"
1242,(주)와따에이아이,,,,,,"7,018","3,600","8,166",2.51,"매우
낮음","7,772만원","2억 9,201만원",1억 753만원,"3억 5,099만원","- 4억 3,672만원","- 11억 8,000만원","- 25억 1,174만원","- 24억 1,986만원"
1243,(주)와따에이아이,,,,,,"7,018","3,600","8,166",2.51,"매우
낮음","7,772만원","2억 9,201만원",1억 753만원,"3억 5,099만원","- 4억 3,672만원","- 11억 8,000만원","- 25억 1,174만원","- 24억 1,986만원"
1244,(주)와따에이아이,,,,,,"7,018","3,600","8,166",2.51,"매우
낮음","7,772만원","2억 9,201만원",1억 753만원,"3억 5,099만원","- 4억 3,672만원","- 11억 8,000만원","- 25억 1,174만원","- 24억 1,986만원"
1245,(주)리브스메드,,,,,,,,,,,"7,772만원","2억 9,201만원",1억 753만원,"3억 5,099만원","- 4억 3,672만원","- 11억 8,000만원","- 25억 1,174만원","- 24억 1,986만원"
1246,(주)덱스터크레마,,,,,,"5,493","3,127","7,060",0.02,보통,,,,,,,,
1247,(주)비스텔리젼스,,,,,,"6,677","3,484","7,957",2.66,높음,,,,,,,,
1248,(주)비스텔리젼스,,,,,,"6,677","3,484","7,957",2.66,높음,,,,,,,,
1249,(주)비스텔리젼스,,,,,,"6,677","3,484","7,957",2.66,높음,,,,,,,,
1250,(주)우리엔,,,,,,"6,499","3,428","7,832",8.39,보통,,,,,,,,
1251,(주)리브스메드,,,,,,,,,,,,,,,,,,
1252,(주)리브스메드,,,,,,,,,,,,,,,,,,
1253,(주)리브스메드,,,,,,,,,,,,,,,,,,
1254,(주)비스텔리젼스,,,,,,"6,677","3,484","7,957",2.66,높음,,,,,,,,
1255,(주)비스텔리젼스,,,,,,"6,677","3,484","7,957",2.66,높음,,,,,,,,
1256,(주)팜팜,,,,,,"6,777","3,696","8,201",32.86,"매우
낮음","1억 9,091만원","6억 1,707만원",,,"- 5억 9,433만원","- 7억 7,677만원",,
1257,(주)백두테크놀로지스,,,,,,"4,928","2,928","6,649",-3.3,낮음,,,,,,,,
1258,(주)팜팜,,,,,,"6,777","3,696","8,201",32.86,"매우
낮음","1억 9,091만원","6억 1,707만원",,,"- 5억 9,433만원","- 7억 7,677만원",,
1259,(주)퍼즐원스튜디오,,,,,,"6,689","3,488","7,993",-0.55,보통,"264억 4,960만원","72억 2,398만원","434억 1,988만원","672억 3,592만원","81억 3,836만원","- 39억 1,918만원","108억 5,316만원",- 24억 709만원
1260,슬로크(주),,,,,,"3,337","2,558","5,400",-,"매우
낮음","1,014만원","1,881만원",,,"- 7,413만원","- 1억 9,810만원",,
1261,(주)버블콘,,,,,,"5,586","3,172","7,047",8.97,보통,"13억 9,450만원","20억 7,235만원","20억 7,384만원",18억 504만원,1억 389만원,"- 4,499만원",2억 215만원,"- 3억 2,772만원"
1262,(주)제이제이앤컴퍼니스,,,,,,"5,735","3,480","6,748",4.52,"매우
낮음",,,,,,,,
1263,(주)버블콘,,,,,,"5,586","3,172","7,047",8.97,보통,"13억 9,450만원","20억 7,235만원","20억 7,384만원",18억 504만원,1억 389만원,"- 4,499만원",2억 215만원,"- 3억 2,772만원"
1264,(주)허니냅스,,,,,,"6,101","3,486","7,130",7.85,보통,"14억 6,995만원","17억 4,148만원","23억 5,811만원","36억 1,205만원",5억 681만원,- 16억 421만원,"4억 5,932만원","- 22억 2,831만원"
1265,(주)아이옵스,,,,,,"4,534","2,822","6,468",0.38,보통,,,,,,,,
1266,(주)아이트럭,,,,,,"5,265","3,065","7,107",7.3,낮음,"7억 6,255만원","21억 5,939만원",,,"- 4,014만원","- 4억 2,747만원","- 7억 3,409만원","- 8억 4,119만원"
1267,(주)아이트럭,,,,,,"5,265","3,065","7,107",7.3,낮음,"7억 6,255만원","21억 5,939만원",,,"- 4,014만원","- 4억 2,747만원","- 7억 3,409만원","- 8억 4,119만원"
1268,블루닷(주),,,,,,"6,842","3,602","8,252",-4.28,낮음,,,,,,,,
1269,블루닷(주),,,,,,"6,842","3,602","8,252",-4.28,낮음,,,,,,,,
1270,블루닷(주),,,,,,"6,842","3,602","8,252",-4.28,낮음,,,,,,,,
1271,(주)그릿스탠다드,,,,,,"5,488","3,086","7,071",17.01,"매우
낮음","1억 2,080만원",,,,"- 8,135만원",,,
1272,(주)아인잡,,,,,,,,,,,"1억 2,080만원",,,,"- 8,135만원",,,
1273,(주)아인잡,,,,,,,,,,,"1억 2,080만원",,,,"- 8,135만원",,,
1274,블루닷(주),,,,,,"6,842","3,602","8,252",-4.28,낮음,,,,,,,,
1275,(주)아인잡,,,,,,,,,,,,,,,,,,
1276,(주)아인잡,,,,,,,,,,,,,,,,,,
1277,(주)아인잡,,,,,,,,,,,,,,,,,,
1278,(주)게임덱스,,,,,,"3,419","2,440","5,188",4.49,높음,,,,,,,,
1279,(주)아인잡,,,,,,"3,419","2,440","5,188",4.49,높음,,,,,,,,
1280,(주)미로,,,,,,"3,419","2,440","5,188",4.49,높음,,,,,,,,
1281,(주)크레스콤,,,,,,"3,419","2,440","5,188",4.49,높음,,,,,,,,
1282,(주)지오비전,,,,,,"6,216","3,420","7,901",26.55,"매우
낮음","7억 9,918만원",2억 418만원,"2억 2,453만원","2억 3,029만원","1,857만원","- 1억 2,343만원","- 6억 2,905만원","- 17억 2,813만원"
1283,(주)엑심베이,,,,,,"5,608","3,245","7,282",20.16,보통,,,,,,,,
1284,(주)어반데이터랩,,,,,,"5,763","3,269","7,243",-0.09,낮음,,,,,,,,
1285,(주)뷰런테크놀로지,,,,,,"5,370","3,051","7,029",0.83,보통,,,,,,,,
1286,(주)우리엔,,,,,,"6,499","3,428","7,832",8.39,보통,,,,,,,,
1287,(주)뷰런테크놀로지,,,,,,"5,370","3,051","7,029",0.83,보통,,,,,,,,
1288,(주)뷰런테크놀로지,,,,,,"5,370","3,051","7,029",0.83,보통,,,,,,,,
1289,(주)우주조인어스홀딩스,,,,,,"3,686","2,633","5,674",5.65,낮음,"3,478만원","1억 4,029만원","7억 7,215만원",,"- 6,520만원",- 2억 169만원,"- 1억 1,974만원",
1290,로버트월터스코리아(주),,,,,,"7,658","4,107","7,970",15.58,낮음,,,,,,,,
1291,(주)오픈소스컨설팅,,,,,,"8,148","3,953","9,690",7.13,높음,,,,,,,,
1292,(주)뷰런테크놀로지,,,,,,"5,370","3,051","7,029",0.83,보통,,,,,,,,
1293,(주)뷰런테크놀로지,,,,,,"5,370","3,051","7,029",0.83,보통,,,,,,,,
1294,(주)이지식스,,,,,,"5,706","3,172","7,272",2.85,낮음,,,,,,,,
1295,(주)이지식스,,,,,,"5,706","3,172","7,272",2.85,낮음,,,,,,,,
1296,(주)에이아이트릭스,,,,,,"7,968","3,896","9,168",3.31,낮음,,,,,,,,
1297,주식회사 클레,,,,,,"5,839","3,224","7,288",-1.45,"매우
낮음","5억 9,399만원","13억 6,331만원",,,"- 1,540만원","- 6,476만원","- 4억 4,056만원",
1298,코코네엠(주),,,,,,"4,906","2,920","6,696",-0.06,보통,,,,,,,,
1299,(주)크레스콤,,,,,,,,,,,,,,,,,,
1300,(주)센트비,,,,,,"6,201","3,442","7,657",14.41,보통,,,,,,,,
1301,(주)메타파머스,,,,,,"3,080","2,535","5,330",-,"매우
낮음",- 183만원,,,,,,,
1302,로버트월터스코리아(주),,,,,,"7,658","4,107","7,970",15.58,낮음,,,,,,,,
1303,(주)럭스로보,,,,,,"7,658","4,107","7,970",15.58,낮음,,,,,,,,
1304,로버트월터스코리아(주),,,,,,"7,658","4,107","7,970",15.58,낮음,,,,,,,,
1305,(주)히츠,,,,,,"7,223","3,880","8,391",7.97,낮음,"2억 8,946만원","1억 9,900만원",8억 52만원,"1억 2,403만원","4,272만원","- 9억 2,488만원","- 15억 6,720만원","- 25억 7,193만원"
1306,(주)히츠,,,,,,"7,223","3,880","8,391",7.97,낮음,"2억 8,946만원","1억 9,900만원",8억 52만원,"1억 2,403만원","4,272만원","- 9억 2,488만원","- 15억 6,720만원","- 25억 7,193만원"
1307,로버트월터스코리아(주),,,,,,"7,658","4,107","7,970",15.58,낮음,,,,,,,,
1308,(주)아인잡,,,,,,"7,658","4,107","7,970",15.58,낮음,,,,,,,,
1309,(주)메이머스트,,,,,,"6,248","3,443","7,556",9.25,보통,,,,,,,,
1310,이마고웍스(주),,,,,,"6,002","3,270","7,474",15.45,보통,,,,,,,,
1311,(주)메이머스트,,,,,,"6,248","3,443","7,556",9.25,보통,,,,,,,,
1312,(주)데이블,,,,,,,,,,,,,,,,,,
1313,(주)데이블,,,,,,,,,,,,,,,,,,
1314,(주)미디어로그,,,,,,"5,758","3,226","7,791",4.07,높음,,,,,,,,
1315,(주)한국공간데이터,,,,,,"5,258","3,019","6,978",0.25,보통,,,,,,,,
1316,(주)메이머스트,,,,,,"6,248","3,443","7,556",9.25,보통,,,,,,,,
1317,(주)긴트,,,,,,,,,,,,,,,,,,
1318,(주)미디어로그,,,,,,"5,758","3,226","7,791",4.07,높음,,,,,,,,
1319,(주)긴트,,,,,,"5,758","3,226","7,791",4.07,높음,,,,,,,,
1320,(주)인엘씨테크놀러지,,,,,,"6,862","3,626","7,763",18.6,낮음,,,,,,,,
1321,(주)폴라리스쓰리디,,,,,,"5,153","3,042","6,653",10.98,낮음,,,,,,,,
1322,(주)도슨티,,,,,,"3,175","2,481","5,504",-,"매우
낮음","- 4,360만원",,,,,,,
1323,(주)가야데이터,,,,,,,,,,,"- 4,360만원",,,,,,,
1324,(주)가야데이터,,,,,,,,,,,"- 4,360만원",,,,,,,
1325,이마고웍스(주),,,,,,"6,002","3,270","7,474",15.45,보통,,,,,,,,
1326,이마고웍스(주),,,,,,"6,002","3,270","7,474",15.45,보통,,,,,,,,
1327,(주)노르마,,,,,,"6,003","3,275","7,520",7.29,높음,,,,,,,,
1328,111퍼센트(주),,,,,,"6,750","3,727","8,127",-0.84,보통,"1,469억 3,104만원","588억 5,648만원",475억 932만원,"321억 6,777만원","485억 4,426만원","148억 5,571만원","13억 6,690만원","- 69억 7,905만원"
1329,(주)스패로우,,,,,,"5,786","3,188","7,329",5.16,보통,"73억 5,343만원","56억 2,947만원","81억 9,445만원","96억 3,361만원","- 9억 9,871만원","- 16억 4,617만원","8억 8,969만원","8억 1,113만원"
1330,(주)스패로우,,,,,,"5,786","3,188","7,329",5.16,보통,"73억 5,343만원","56억 2,947만원","81억 9,445만원","96억 3,361만원","- 9억 9,871만원","- 16억 4,617만원","8억 8,969만원","8억 1,113만원"
1331,(주)스패로우,,,,,,"5,786","3,188","7,329",5.16,보통,"73억 5,343만원","56억 2,947만원","81억 9,445만원","96억 3,361만원","- 9억 9,871만원","- 16억 4,617만원","8억 8,969만원","8억 1,113만원"
1332,인티맥스(주),,,,,,"7,021","3,784","8,249",-2.04,보통,,,,,,,,
1333,(주)부스터스,,,,,,,,,,,,,,,,,,
1334,(주)폴라리스쓰리디,,,,,,"5,153","3,042","6,653",10.98,낮음,,,,,,,,
1335,(주)에임즈인터내셔널코리아,,,,,,"5,153","3,042","6,653",10.98,낮음,,,,,,,,
1336,(주)모두의연구소,,,,,,"5,153","3,042","6,653",10.98,낮음,,,,,,,,
1337,엔터웨이파트너스,,,,,,"3,910","2,562","5,129",-0.15,"매우
낮음",,,,,,,,
1338,(주)블루이엔지,,,,,,"7,082","3,803","8,176",22.34,"매우
낮음",,,,,,,,
1339,이마고웍스(주),,,,,,"6,002","3,270","7,474",15.45,보통,,,,,,,,
1340,(주)인티그리트,,,,,,"6,492","3,642","7,392",2.8,낮음,,,,,,,,
1341,주식회사 에스티씨랩,,,,,,"6,519","3,434","7,843",17.02,낮음,,,,,,,,
1342,(주)가야데이터,,,,,,,,,,,,,,,,,,
1343,(주)고스마바이오사이언스,,,,,,"5,860","3,402","6,949",-,"매우
낮음",,,,,,,,
1344,(주)고스마바이오사이언스,,,,,,"5,860","3,402","6,949",-,"매우
낮음",,,,,,,,
1345,(주)이몰디노,,,,,,"5,773","3,189","7,310",14.91,낮음,,,,,,,,
1346,프보이(주),,,,,,"5,773","3,189","7,310",14.91,낮음,,,,,,,,
1347,씨드로닉스(주),,,,,,,,,,,,,,,,,,
1348,엠클라우드브리지(주),,,,,,"5,361","3,095","7,286",-6.37,낮음,"26억 2,004만원","139억 8,557만원",,,938만원,"2,910만원",,
1349,유엔브이코리아 유한책임회사,,,,,,"5,238","3,063","6,613",2.57,"매우
낮음",,,,,,,,
1350,(주)고스마바이오사이언스,,,,,,"5,860","3,402","6,949",-,"매우
낮음",,,,,,,,
1351,(주)메디플렉서스,,,,,,,,,,,,,,,,,,
1352,(주)에니아이,,,,,,"5,479","3,151","6,961",8.62,"매우
낮음",,,,,,,,
1353,(주)엠투피아이,,,,,,"6,674","3,490","7,882",5.17,낮음,,,,,,,,
1354,(주)엠투피아이,,,,,,"6,674","3,490","7,882",5.17,낮음,,,,,,,,
1355,(주)에니아이,,,,,,"5,479","3,151","6,961",8.62,"매우
낮음",,,,,,,,
1356,(주)스카이칩스,,,,,,"8,336","4,332","9,514",17.49,보통,,,,,,,,
1357,프라이빗테크놀로지(주),,,,,,"8,336","4,332","9,514",17.49,보통,,,,,,,,
1358,곳간로지스(주),,,,,,"5,693","3,314","6,961",-9.32,"매우
낮음",,,,,,,,
1359,(주)리브포워드,,,,,,"4,561","2,965","6,121",-,"매우
낮음",,,,,,,,
1360,(주)오토콘,,,,,,,,,,,,,,,,,,
1361,주식회사 인피니티 익스체인지 코리아,,,,,,"6,931","3,681","7,911",-0.74,"매우
낮음",,,,,,,,
1362,(주)펫스케어,,,,,,,,,,,,,,,,,,
1363,(주)펫스케어,,,,,,,,,,,,,,,,,,
1364,(주)비밀리,,,,,,"7,455","3,739","8,494",17.25,낮음,,,,,,,,
1365,프라이빗테크놀로지(주),,,,,,,,,,,,,,,,,,
1366,프라이빗테크놀로지(주),,,,,,,,,,,,,,,,,,
1367,(주)펫스케어,,,,,,,,,,,,,,,,,,
1368,(주)뉴로다임,,,,,,,,,,,,,,,,,,
1369,(주)씨드앤,,,,,,,,,,,,,,,,,,
1370,(주)씨드앤,,,,,,,,,,,,,,,,,,
1371,(주)스펙터,,,,,,"6,629","3,642","7,544",-1.94,낮음,,,,,,,,
1372,(주)스펙터,,,,,,"6,629","3,642","7,544",-1.94,낮음,,,,,,,,
1373,(주)씨드앤,,,,,,,,,,,,,,,,,,
1374,(주)리브포워드,,,,,,"4,561","2,965","6,121",-,"매우
낮음",,,,,,,,
1375,(주)비바이노베이션,,,,,,"5,682","3,243","7,521",14.83,보통,,,,,,,,
1376,(주)코워커넷,,,,,,"3,215","2,442","5,465",-3.63,낮음,,,,,,,,
1377,에이플랫폼(주),,,,,,"5,845","3,226","7,291",11.14,"매우
낮음",,,,,,,,
1378,에이플랫폼(주),,,,,,"5,845","3,226","7,291",11.14,"매우
낮음",,,,,,,,
1379,(주)코워커넷,,,,,,"3,215","2,442","5,465",-3.63,낮음,,,,,,,,
1380,에이플랫폼(주),,,,,,"5,845","3,226","7,291",11.14,"매우
낮음",,,,,,,,
1381,에이아이콴텍 주식회사,,,,,,"7,421","4,078","8,936",4.73,낮음,,,,,,,,
1382,주식회사 인피니티 익스체인지 코리아,,,,,,"6,931","3,681","7,911",-0.74,"매우
낮음",,,,,,,,
1383,(주)에이아이엠,,,,,,"5,716","3,273","6,799",2.22,낮음,,,,,,,,
1384,주식회사 인피니티 익스체인지 코리아,,,,,,"6,931","3,681","7,911",-0.74,"매우
낮음",,,,,,,,
1385,(주)에이치투오호스피탈리티,,,,,,"6,950","3,619","7,501",6.56,보통,,,,,,,,
1386,(주)에피넷,,,,,,"5,965","3,390","7,315",-11.14,낮음,,,,,,,,
1387,(주)엠제이티,,,,,,"4,588","2,974","5,759",0.75,"매우
낮음",,,,,,,,
1388,(주)글로벌시스템스,,,,,,"4,588","2,974","5,759",0.75,"매우
낮음",,,,,,,,
1389,(주)글로벌시스템스,,,,,,"4,588","2,974","5,759",0.75,"매우
낮음",,,,,,,,
1390,(주)글로벌시스템스,,,,,,"4,588","2,974","5,759",0.75,"매우
낮음",,,,,,,,
1391,(주)글로벌시스템스,,,,,,"4,588","2,974","5,759",0.75,"매우
낮음",,,,,,,,
1392,(주)엔엑스,,,,,,,,,,,,,,,,,,
1393,(주)와이덴케어,,,,,,"4,588","2,974","5,759",0.75,"매우
낮음",,,,,,,,
1394,(주)와이덴케어,,,,,,"4,588","2,974","5,759",0.75,"매우
낮음",,,,,,,,
1395,(주)와이덴케어,,,,,,"4,588","2,974","5,759",0.75,"매우
낮음",,,,,,,,
1396,(주)엔엑스,,,,,,"5,974","3,266","6,909",7.58,낮음,,,,,,,,
1397,(주)엔엑스,,,,,,"5,974","3,266","6,909",7.58,낮음,,,,,,,,
1398,(주)엔엑스,,,,,,"5,974","3,266","6,909",7.58,낮음,,,,,,,,
1399,(주)테이블에이아이,,,,,,"6,446","3,417","7,703",2.09,"매우
낮음",,,,,,,,
1400,주식회사웨어러블에이아이,,,,,,"4,007","2,575","5,276",-,"매우
낮음",13억원,,,,,,,
1401,주식회사웨어러블에이아이,,,,,,"4,007","2,575","5,276",-,"매우
낮음",13억원,,,,,,,
1402,주식회사웨어러블에이아이,,,,,,"4,007","2,575","5,276",-,"매우
낮음",13억원,,,,,,,
1403,주식회사웨어러블에이아이,,,,,,"4,007","2,575","5,276",-,"매우
낮음",13억원,,,,,,,
1404,(주)빅앤딥,,,,,,"7,535","4,382","7,749",47.86,"매우
낮음",,,,,,,,
1405,주식회사웨어러블에이아이,,,,,,"4,007","2,575","5,276",-,"매우
낮음",13억원,,,,,,,
1406,주식회사웨어러블에이아이,,,,,,"4,007","2,575","5,276",-,"매우
낮음",13억원,,,,,,,
1407,주식회사웨어러블에이아이,,,,,,"4,007","2,575","5,276",-,"매우
낮음",13억원,,,,,,,
1408,주식회사웨어러블에이아이,,,,,,"4,007","2,575","5,276",-,"매우
낮음",13억원,,,,,,,
1409,주식회사웨어러블에이아이,,,,,,"4,007","2,575","5,276",-,"매우
낮음",13억원,,,,,,,
1410,프라이빗테크놀로지(주),,,,,,,,,,,13억원,,,,,,,
1411,주식회사웨어러블에이아이,,,,,,"4,007","2,575","5,276",-,"매우
낮음",13억원,,,,,,,
1412,프라이빗테크놀로지(주),,,,,,,,,,,13억원,,,,,,,
1413,(주)언더라이터,,,,,,,,,,,,,,,,,,
1414,울랄라랩(주),,,,,,"5,421","3,120","7,199",11.89,보통,,,,,,,,
1415,씨드로닉스(주),,,,,,"5,421","3,120","7,199",11.89,보통,,,,,,,,
1416,(주)마인드에이아이,,,,,,"5,636","3,229","7,419",-9.82,"매우
낮음",,,,,,,,
1417,(주)알세미,,,,,,"8,761","4,811","10,109",3.82,"매우
낮음",,,,,,,,
1418,(주)알세미,,,,,,"8,761","4,811","10,109",3.82,"매우
낮음",,,,,,,,
1419,(주)바인컨설팅,,,,,,"8,761","4,811","10,109",3.82,"매우
낮음",,,,,,,,
1420,(주)알세미,,,,,,"8,761","4,811","10,109",3.82,"매우
낮음",,,,,,,,
1421,(주)비바이노베이션,,,,,,"5,682","3,243","7,521",14.83,보통,,,,,,,,
1422,프라이빗테크놀로지(주),,,,,,"5,682","3,243","7,521",14.83,보통,,,,,,,,
1423,(주)에이스파트너스서치펌,,,,,,"5,682","3,243","7,521",14.83,보통,,,,,,,,
1424,프라이빗테크놀로지(주),,,,,,"5,682","3,243","7,521",14.83,보통,,,,,,,,
1425,(주)라온서치,,,,,,"5,682","3,243","7,521",14.83,보통,,,,,,,,
1426,(주)프라임마스코리아,,,,,,"5,682","3,243","7,521",14.83,보통,,,,,,,,
1427,(주)프로써치코리아,,,,,,"5,682","3,243","7,521",14.83,보통,,,,,,,,
1428,(주)에이아이엠,,,,,,"5,716","3,273","6,799",2.22,낮음,,,,,,,,
1429,(주)프로써치코리아,,,,,,,,,,,,,,,,,,
1430,(주)크로커스,,,,,,"6,923","3,469","8,128",8.27,보통,,,,,,,,
1431,(주)비알랩,,,,,,,,,,,,,,,,,,
1432,(주)비알랩,,,,,,,,,,,,,,,,,,
1433,(주)비알랩,,,,,,,,,,,,,,,,,,
1434,(주)에이치알비즈코리아,,,,,,,,,,,,,,,,,,
1435,(주)엠투피아이,,,,,,"6,674","3,490","7,882",5.17,낮음,,,,,,,,
1436,(주)엠투피아이,,,,,,"6,674","3,490","7,882",5.17,낮음,,,,,,,,
1437,(주)이빗,,,,,,"6,674","3,490","7,882",5.17,낮음,,,,,,,,
1438,(주)이빗,,,,,,"6,674","3,490","7,882",5.17,낮음,,,,,,,,
1439,(주)노아시스템즈,,,,,,"9,078","4,940","9,594",17.33,"매우
낮음","5억 8,876만원","15억 3,286만원","43억 8,537만원",,"- 6,004만원","2억 3,931만원","11억 1,094만원",
1440,(주)콜로세움코퍼레이션,,,,,,"5,486","3,147","6,545",11.14,보통,,,,,,,,
1441,주식회사 페이블랩,,,,,,,,,,,,,,,,,,
1442,주식회사 아이콘엑스,,,,,,,,,,,,,,,,,,
1443,주식회사 아더월드,,,,,,"5,023","2,986","6,233",16.87,"매우
낮음",,,,,,,,
1444,(주)애자일소다,,,,,,"6,170","3,323","7,568",2.42,보통,,,,,,,,
1445,(주)애자일소다,,,,,,"6,170","3,323","7,568",2.42,보통,,,,,,,,
1446,(주)애자일소다,,,,,,"6,170","3,323","7,568",2.42,보통,,,,,,,,
1447,주식회사 바이트사이즈,,,,,,,,,,,,,,,,,,
1448,(주)콜로세움코퍼레이션,,,,,,"5,486","3,147","6,545",11.14,보통,,,,,,,,
1449,(주)노아시스템즈,,,,,,"9,078","4,940","9,594",17.33,"매우
낮음","5억 8,876만원","15억 3,286만원","43억 8,537만원",,"- 6,004만원","2억 3,931만원","11억 1,094만원",
1450,주식회사 테크핀레이팅스,,,,,,"8,730","4,947","10,669",-,"매우
낮음",,,,,,,,
1451,(주)노아시스템즈,,,,,,"9,078","4,940","9,594",17.33,"매우
낮음","5억 8,876만원","15억 3,286만원","43억 8,537만원",,"- 6,004만원","2억 3,931만원","11억 1,094만원",
1452,(주)코리아포트원,,,,,,"7,645","3,793","8,778",-3.68,낮음,"46억 4,145만원","58억 3,938만원",,,"- 19억 8,628만원","- 81억 1,018만원",,
1453,주식회사 아이케이랩 (IKLAB Inc.),,,,,,,,,,,"46억 4,145만원","58억 3,938만원",,,"- 19억 8,628만원","- 81억 1,018만원",,
1454,주식회사핀즐,,,,,,,,,,,"46억 4,145만원","58억 3,938만원",,,"- 19억 8,628만원","- 81억 1,018만원",,
1455,주식회사핀즐,,,,,,,,,,,"46억 4,145만원","58억 3,938만원",,,"- 19억 8,628만원","- 81억 1,018만원",,
1456,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1457,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1458,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1459,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1460,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1461,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1462,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1463,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1464,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1465,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1466,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1467,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
1468,에이엠(주),,,,,,"7,177","3,688","7,854",3.71,"매우
높음","608억 8,865만원","663억 8,586만원","727억 9,546만원","806억 9,131만원","97억 2,669만원","96억 6,010만원","110억 5,381만원","110억 1,411만원"
